A,B,C,E,ehomo,elumo,egap,R2,mu,alpha,zpve,U0,U,H,G,Cv,U0_atom,U_atom,H_atom,G_atom,f_name
1.12259,0.2682,0.21677,-20744.559574520415,-2.4599092966027984,-5.670036505897403,87.35201067944021,4737.0385,5.509,182.58,5.872652486234841,-20738.686938224957,-20738.34051006948,-20738.31482252107,-20739.775393665932,51.749,-141.66691109877138,-142.39935997638895,-143.09319589724691,-132.6938477117037,1278
0.43379,0.16209,0.14674,-27103.89349955425,-1.3330858013337512,-5.7903108321251056,121.28727091033572,7872.4178,4.8134,214.12,9.70670956568216,-27094.186802451382,-27093.62671049284,-27093.60099573305,-27095.59398485686,79.516,-199.13303177186026,-200.2297866855697,-201.30918073500652,-185.5894623539789,1926
0.93447,0.18307,0.16821,-20870.394897556682,-0.9602898127999201,-5.378330447716185,120.22100918804703,6413.1269,2.1758,193.14,7.910077803423314,-20862.484812406183,-20862.061893044593,-20862.036205496188,-20863.696236100604,62.314,-166.59017330651113,-167.5158502362865,-168.38966226431148,-155.61584853427848,2196
0.34633,0.14735,0.10371,-26933.867520728163,-1.6144515328257085,-5.412616794106889,103.35334110906386,9790.0217,5.2602,241.91,8.439774643773646,-26925.427745621793,-26924.88414376319,-26924.85845621478,-26926.84989428959,76.426,-186.54058192967204,-187.4997016528796,-188.4762638745342,-174.15599986535744,1965
0.33726,0.21222,0.14511,-28530.59865020647,-1.7725496856272824,-6.586515987198091,130.99469534033875,7256.7169,5.7295,200.3,6.822819663433696,-28523.77582510076,-28523.273856662763,-28523.248169114362,-28525.119686610957,70.924,-169.40606195508735,-170.21415848584365,-171.0621469085345,-158.38545061522018,1891
0.54927,0.1205,0.11097,-30766.991977348942,-1.4397544345492708,-6.233312196601804,130.4393506933134,9298.0227,1.6707,199.79,6.724260023253438,-30760.267723856425,-30759.757292677376,-30759.73160512897,-30761.638796752646,71.435,-165.16576609367985,-165.96539988338554,-166.81338830607274,-154.16735924481327,2447
0.27377,0.03783,0.03552,-40561.17734159013,-1.0743055202420189,-5.244178314616056,113.46801828021884,28377.1126,8.2259,306.26,14.466280306590262,-40546.71105883452,-40545.9289491774,-40545.903261629,-40548.463553728645,113.17,-280.7812853429132,-282.4266490102891,-284.0200933530796,-260.6769963318002,1250
1.44617,0.12578,0.11571,-34885.500885183676,-2.061534605206062,-6.2768504142407915,114.70458569426194,8136.9196,0.831,166.51,4.985098708278055,-34880.51579382247,-34880.13420855625,-34880.108521007845,-34881.67611453393,54.782,-123.42477887110726,-124.04500799014932,-124.68741439300356,-115.05428441485856,732
0.15848,0.08762,0.05957,-37508.80932184115,-1.6743165820793164,-5.767453267864637,111.37992240740353,17000.3805,6.1467,317.67,9.962469382925189,-37498.84686824083,-37498.13425646363,-37498.10856891522,-37500.491388355214,99.773,-230.1993732201372,-231.3362649282426,-232.54404229693318,-214.514050031059,394
0.57303,0.14211,0.12335,-27936.420703527852,-1.3521337715508082,-5.704594966148349,118.43650172227227,8750.9232,7.4449,210.79,10.460328901627012,-27925.96036836761,-27925.426372128266,-27925.40068457986,-27927.28969899767,78.561,-194.45474144100444,-195.65465471913194,-196.7855054995489,-180.21121354042407,4178
0.3273,0.05522,0.05058,-46712.81786514149,-1.2933571777381752,-5.546496813346775,115.73382444008223,20513.9093,5.7242,287.04,12.191544491883281,-46700.62633588798,-46699.869097437695,-46699.84340988929,-46702.39752500431,104.58,-244.6423333699131,-246.00431766062684,-247.3921527708153,-227.16933096811408,1774
0.17476,0.10544,0.0718,-46141.21703347134,-1.0427403124537529,-5.263498398693356,114.85267760013537,14613.1019,1.4647,285.27,11.86710313631475,-46129.349926253315,-46128.56544920561,-46128.53976165721,-46131.087264405425,109.054,-244.16303201648407,-245.4592463871668,-246.82136673757486,-226.9438030007368,3074
0.70572,0.05239,0.04944,-31551.569035596713,-2.0054791499958657,-5.5051355065897365,95.23050007190643,19894.3953,3.3274,306.83,9.42743911091408,-31542.141594308883,-31541.548222825237,-31541.52253527683,-31543.60940368242,85.563,-214.7725037755008,-215.8745104867121,-216.97953766178762,-200.5470714466246,2170
1.51095,0.20266,0.1825,-29915.53512909485,-1.8286051408374786,-6.191134548264035,118.71047174813812,5594.758,8.0122,149.13,5.010976736387228,-29910.52413956911,-29910.128540439084,-29910.10285289068,-29911.739073532328,52.823,-115.55407594061762,-116.12175987324372,-116.73853314908774,-107.72691123394543,614
0.14953,0.04821,0.03892,-55546.05554132489,-1.3461472666254475,-5.2670358788765235,106.69281358650962,26046.222,8.5353,352.19,13.42917275104355,-55532.626360410424,-55531.731922151805,-55531.7062346034,-55534.529715228666,123.955,-285.0348331529749,-286.52933689362544,-288.09698484405817,-265.0094843714178,283
0.5559,0.03437,0.03369,-38431.28816980092,-1.3953998753295522,-4.821041261937144,93.21645015202785,30124.3611,2.4902,321.72,12.700043662520631,-38418.58812396149,-38417.781687325274,-38417.75599977687,-38420.359721248606,111.175,-254.81405831035954,-256.2039070629471,-257.6431172697776,-236.66599584052165,3784
2.19483,1.12179,0.74267,-21608.526880411202,-0.8925334615992456,-6.0077298064598,139.1915823304329,1448.7361,4.2286,92.42,2.935101730746324,-21605.59179127933,-21605.38405955842,-21605.358372010014,-21606.474991235522,30.458,-69.48032856326608,-69.8505666789024,-70.21035562513134,-64.8780668484942,482
0.67289,0.05621,0.05447,-30688.60659372825,-0.9858685156628252,-5.571531288489193,124.78223988894855,18841.523,3.6073,238.91,10.897507029494497,-30677.709086154526,-30677.068149168113,-30677.0424616197,-30679.269468663326,88.258,-213.99276150897276,-215.2013280078645,-216.40926864487483,-198.9166468302028,1317
0.39849,0.2217,0.1494,-31770.078926914357,-0.4176947754740372,-4.855327608327848,120.7541400491914,7157.0257,2.1055,209.35,9.210128982123484,-31760.86878323809,-31760.37418908571,-31760.348501537297,-31762.177242735066,71.578,-177.53301450614526,-178.57967325557183,-179.5820590827534,-165.0625260996494,2592
0.29686,0.10821,0.08167,-38845.19367133406,-1.5494163202274707,-5.603640723997946,110.32106528040856,12601.314,3.0196,247.18,9.796779253422816,-38835.396896706574,-38834.78659974082,-38834.76088498103,-38836.905196622516,85.236,-196.41475036597694,-197.49983159248222,-198.60494040189224,-182.5120722902575,3878
0.28142,0.02049,0.01958,-46783.9579306973,-1.1058707280302849,-5.263226284833112,113.12740689670994,50460.4554,3.9273,392.43,15.330024121775725,-46768.62788888813,-46767.69834794153,-46767.672660393124,-46770.62174877629,131.661,-323.5997073987892,-325.32882771232835,-327.07639734557597,-301.36188245505036,3974
0.24025,0.16142,0.10426,-34954.161244071096,-1.4974425729209295,-5.536156486657515,109.89900334866925,9828.5902,3.0151,239.18,8.447176140772275,-34945.71405704577,-34945.095868778066,-34945.070181229654,-34947.15236927685,87.345,-193.95655538568099,-194.91815134500212,-195.94606145207217,-180.66724915879604,1568
0.25616,0.03542,0.0335,-120737.98490172671,-1.2155326137084848,-6.183515360177212,135.18569627655674,28834.04,7.6878,305.13,11.570988833597585,-120726.413936567,-120725.59416635164,-120725.56847880322,-120728.23209253562,114.767,-247.9130059156305,-249.21245843867655,-250.6002119162731,-230.0850037685741,1025
0.70393,0.25834,0.21013,-20269.68438026636,-0.2881685779980491,-5.109754067655681,131.20202400856158,5190.6388,3.5038,168.17,7.436980646003665,-20262.24737904855,-20261.844487267073,-20261.818799718665,-20263.432679812384,59.941,-154.345729880195,-155.2143717448671,-156.0367814646852,-144.01767552603997,3551
0.22329,0.02667,0.02489,-69058.4992604818,-1.9867032936390525,-5.600647471535266,98.3404300952484,37994.4518,3.9807,291.62,12.260797469315294,-69046.23846410094,-69045.3522436809,-69045.3265561325,-69048.15599605131,121.387,-254.77258816537505,-256.12118445153465,-257.58602778719796,-236.1068834966427,1004
0.23702,0.13546,0.09266,-44760.25628992065,-1.55676339445405,-5.613981050687205,110.40251582863891,10964.4369,4.3342,251.67,8.41405988398062,-44751.84224473082,-44751.216410063644,-44751.19072251524,-44753.29160478463,88.059,-192.5377809334168,-193.49173049065575,-194.51964059932652,-179.23603910182283,98
0.2681,0.03097,0.02937,-46436.20074609317,-0.5058596661929871,-5.659424065347899,140.23563026684053,34138.5246,0.6482,299.36,15.157748836855456,-46421.043004603394,-46420.18293432533,-46420.157246776915,-46422.97800626359,120.228,-280.8148914056801,-282.45935709468176,-284.1043125914439,-260.52507516816695,15
0.14129,0.06002,0.05398,-38739.62540371106,0.157009697360599,-5.46758379387611,153.05298472018555,21694.975,2.8099,307.51,18.261942120357197,-38721.36347465217,-38720.47684606134,-38720.45115851294,-38723.24843457346,125.678,-317.3839465461715,-319.38716715114424,-321.28918861146667,-293.9552969272263,1113
0.21791,0.13272,0.09796,-57563.46617033778,-1.7828900123165417,-5.874394014940401,111.33549483564151,11050.7435,5.0472,232.35,8.138190852465584,-57555.32797758051,-57554.73634762557,-57554.710660077166,-57556.81369204605,81.497,-174.53769398279837,-175.44878560186044,-176.42540224824916,-162.12375083870575,202
0.11131,0.09713,0.05819,-56957.12408593106,-1.121381218064174,-5.988953950102987,132.45340061319203,18077.1422,4.4713,298.72,13.106962729129018,-56944.017115582734,-56943.10602395587,-56943.08033640747,-56945.88027918383,125.232,-274.5266938434579,-275.9660128932446,-277.50800050527323,-254.85479375979776,323
0.1536,0.04281,0.03746,-109964.82573233532,-1.477850374983385,-6.071132335896576,124.98956855717137,26735.9144,4.1474,304.62,12.365642939667183,-109952.46009647062,-109951.65714289181,-109951.6314553434,-109954.28181713079,112.893,-262.5256834780448,-263.9190152854426,-265.35817107108596,-244.17021582073357,588
0.69668,0.17275,0.15608,-22812.56929866676,-0.9758003028338095,-6.08473802890876,139.02127663867847,6959.5986,4.3355,191.49,7.997916157509972,-22804.571365121174,-22804.102703419674,-22804.07701587127,-22805.819469763952,67.911,-167.88725844413057,-168.80572435661088,-169.70522393304418,-156.52713064085037,3533
0.49597,0.11481,0.11268,-26315.32016333156,-0.4492599832623032,-5.672213416779352,142.1238020667267,9952.5253,2.1319,208.23,10.179752300329762,-26305.1403916023,-26304.592680824404,-26304.566993275996,-26306.571003011144,77.556,-197.2856235632753,-198.4332909802397,-199.5384542122447,-183.59856850689175,4148
0.51786,0.29767,0.19038,-32579.54440482274,-1.4881907016726446,-5.726636188828087,115.333976294224,5281.8138,0.9011,180.27,5.745738581817192,-32573.798682023527,-32573.402293763313,-32573.3766062149,-32574.950567205327,57.24,-131.92773835322805,-132.6102271234995,-133.30406304593998,-122.95837571336597,134
0.13594,0.05019,0.038,-42059.947802393435,-0.8051849124610267,-5.704594966148349,133.31973826255157,25913.0946,5.6122,280.54,13.435730695075424,-42046.51206979356,-42045.67689793371,-42045.651210385295,-42048.406771391055,114.754,-267.79122272814857,-269.267930224938,-270.7842574997412,-248.81832872515224,1105
0.78024,0.14985,0.13925,-23649.524055586702,-0.693618229761121,-6.479303126262084,157.43650513403895,7936.5282,2.9229,196.96,11.135116852259271,-23638.388941510006,-23637.908361221427,-23637.88267367302,-23639.657100944285,73.408,-203.09275103196342,-204.38461158346763,-205.54123154644913,-188.77662315347698,848
0.59677,0.05239,0.0514,-34903.679634205655,-1.648193651495924,-6.481480037144034,131.52042160618944,20029.6008,2.4554,271.1,12.954905504024856,-34890.72471672862,-34890.05681325865,-34890.031125710244,-34892.282568578514,98.153,-253.15696653562918,-254.64681713185564,-256.0603670016717,-235.33541348670406,3584
0.19583,0.03747,0.03266,-47349.77663563179,-2.28140260428295,-6.169637553304785,105.80426215126904,30707.3115,4.1962,343.95,13.897861663927253,-47335.87878213129,-47334.95830257623,-47334.93261502783,-47337.770708167394,128.148,-295.1873740636365,-296.73289915564965,-298.35194941271766,-274.49063875596767,369
0.5243,0.26112,0.20587,-32593.506944957993,-0.9681811147469865,-6.374267176208027,147.1070946993675,5410.8816,6.7156,159.79,6.265775380128875,-32587.24116114234,-32586.81130287731,-32586.785615328903,-32588.475387978247,60.473,-134.54827645889236,-135.2743578695663,-136.0196505216045,-125.08132641900374,1021
0.33657,0.02482,0.02354,-54507.73502164719,-1.5771719339723254,-5.116829028022017,96.31897558007614,41457.8638,10.5657,347.65,13.320708166350423,-54494.41432191637,-54493.56279601351,-54493.537108465105,-54496.32437073558,118.749,-276.6725293252166,-278.1714140990007,-279.713374501036,-257.04969136573345,233
0.63228,0.04322,0.04246,-35337.78125746337,-1.1104966636544271,-5.7780657084141405,127.01102307234363,24002.5362,8.4735,270.97,12.432909485919417,-35325.34834852168,-35324.59970886938,-35324.57402132097,-35327.06127806052,103.835,-245.92385359371838,-247.29443668502063,-248.68227179500536,-228.5339547613039,3251
0.5385,0.13767,0.13254,-44441.28328632342,-0.6772913981465006,-5.816977990428986,139.8579959068633,8266.2862,3.8512,201.04,8.206164894754453,-44433.07710265282,-44432.59472641276,-44432.56903886435,-44434.368663879075,69.029,-166.99913323439978,-167.94241592573235,-168.86763026510016,-155.37100048756838,441
0.28218,0.07741,0.06362,-52074.930865300485,-0.5050433246122561,-4.889886068578794,119.31764856221916,16073.1166,3.7353,277.21,12.116794814474344,-52062.81406422739,-52062.14224231784,-52062.116554769425,-52064.36807927186,96.866,-229.6325328425446,-231.00287102613947,-232.33935825250228,-212.84226411479176,3746
0.2633,0.11224,0.09772,-53591.559955754645,-1.6204380377510692,-6.545154680441053,134.008365624863,10993.0105,4.5292,221.63,7.465498178557201,-53584.09443716754,-53583.484630006744,-53583.45894245833,-53585.60676436862,84.491,-177.01292328871205,-177.8673063819151,-178.81812663414166,-164.72766278561176,1011
1.27115,0.20428,0.17879,-21858.845589940305,-1.87241547233671,-5.710853584933953,104.4492212125272,5670.6304,3.007,181.47,5.791263230635958,-21853.05433990719,-21852.68616985428,-21852.660482305877,-21854.16521753025,54.907,-141.6663396596632,-142.37704663984914,-143.07088256071074,-132.72026996753266,1683
0.53734,0.03763,0.03523,-39439.11099279961,-1.691187641414424,-5.429215739581752,101.71692554916251,27058.7974,4.5157,273.72,9.248388190873744,-39429.86260460874,-39429.198646789744,-39429.17293202995,-39431.45991296837,93.022,-208.5331778625914,-209.603129561081,-210.7337898617552,-193.88550645677606,3574
0.29737,0.03625,0.03489,-43125.494409318904,-1.5665594934228222,-5.586225436942351,109.38068167811228,28793.8121,2.3951,303.56,13.600522848838992,-43111.89388810275,-43111.09000933682,-43111.064321788406,-43113.68442451454,114.501,-275.11965715530096,-276.66618906863005,-278.2081766804404,-255.50441117381706,2761
0.31171,0.02964,0.02897,-62205.49347971885,-3.0014158784877067,-6.166644300842105,86.13025245598445,34908.2861,9.0745,414.8,11.875239340736035,-62193.618251262655,-62192.751976788575,-62192.72628924017,-62195.47978218059,119.393,-268.90204593047383,-270.2320568399664,-271.6712126244456,-250.37457511235698,2660
0.18872,0.12527,0.07859,-42363.30730072425,-1.3725423110690838,-5.9750761432305595,125.2413247971562,12885.21,5.4101,253.16,9.743989164535543,-42353.56330883857,-42352.94498451394,-42352.919296965534,-42355.08622126881,87.478,-200.37109541420796,-201.48668060445925,-202.61747696227394,-185.95692491539376,260
1.03294,0.07677,0.07459,-25654.424040537702,-1.2228796879350639,-5.480373145307563,115.852297964781,13820.723,1.7712,247.52,10.115669486242377,-25644.308371731746,-25643.788661470066,-25643.762973921657,-25645.684043352205,77.151,-203.7651988034013,-204.9408667365824,-206.04600275719713,-189.92458989567604,3730
0.3207,0.04964,0.04549,-36976.880976132976,-1.0345768966464426,-5.28608384909358,115.6893968683202,22214.5062,6.0654,294.6,13.148759418062447,-36963.73221372166,-36962.985233963904,-36962.9595464155,-36965.4478916105,106.541,-266.4649941960961,-267.9528311497561,-269.4177561163742,-248.00963354389387,2160
3.62414,0.80486,0.67098,-12852.015528364032,-1.6348600723439841,-7.1285667968034865,149.49137438392967,1611.2926,1.8821,79.82,3.6336724327638796,-12848.381853074074,-12848.142773836464,-12848.117086288057,-12849.314632175601,32.245,-75.52920198437823,-75.94515523114387,-76.35634648535961,-70.42339356769298,3246
0.45404,0.10972,0.10272,-47140.78557068811,-1.6438398297320251,-6.354674978270482,128.18835372403734,10731.7819,5.8163,212.57,9.58961897161931,-47131.19596096836,-47130.574071952164,-47130.54838440375,-47132.73895540149,83.369,-177.97726759539364,-179.01222544623306,-180.09172834159835,-164.5755511399111,127
0.28469,0.06688,0.0621,-35415.467261931764,-0.47538291384569575,-5.573163971650655,138.71768823163794,17131.994,4.0491,251.68,12.25540961488247,-35403.21185204478,-35402.48506313545,-35402.45937558704,-35404.824371569186,103.949,-239.2691186617667,-240.62302117342915,-241.98516873500193,-222.17919814887136,3419
0.16059,0.10921,0.07567,-64302.84984982675,-0.7611024671015517,-5.650988535680345,133.06057742727307,13853.4475,9.3801,264.28,8.945280561948318,-64293.904564094635,-64293.19829257037,-64293.17257781058,-64295.572077830206,96.796,-197.61052751810348,-198.59963418087864,-199.70468856932712,-183.48539636386704,126
0.43581,0.02935,0.02874,-39474.43032422088,-1.8702385614547605,-5.573436085510899,100.76913735157258,35671.7486,7.1902,355.07,14.565710711123298,-39459.86462711545,-39459.019006083356,-39458.99329132356,-39461.67764013209,120.226,-291.10694509511086,-292.72732871009794,-294.3464333899392,-270.67383369526215,1272
0.41993,0.22566,0.16494,-28387.59299850823,-2.59188451882098,-5.966096385842518,91.816981641524,6422.7026,2.5506,187.97,6.669701194274582,-28380.923286701516,-28380.447713307964,-28380.421998548172,-28382.20611307286,67.914,-157.45977368544118,-158.25573393803643,-159.0780076009287,-146.76142679026452,2230
0.11866,0.05594,0.04186,-60443.81769333888,-1.809285056760178,-5.724187164085893,106.52991249004883,24610.305,4.5039,320.05,12.39478633409928,-60431.42293339983,-60430.4806031018,-60430.454888342,-60433.40971832762,128.758,-274.9486880179393,-276.31823707394506,-277.83442829200794,-255.45412453697645,331
0.79628,0.13519,0.11801,-25082.47722994484,-1.127367722989535,-5.778337822274384,126.5593427594297,8644.5966,2.9206,188.23,8.633111541476776,-25073.844113124356,-25073.37022683674,-25073.344539288333,-25075.110286127456,68.526,-169.20156838910407,-170.19187236069047,-171.14280145671364,-157.2746818377127,912
0.6927,0.21887,0.19941,-24207.698583048495,-1.7932303390058013,-6.408553522598729,125.58934077595872,5333.3854,2.1064,143.87,5.66541057027326,-24202.033183226722,-24201.626617908132,-24201.600930359724,-24203.234865244944,57.772,-136.2026198826061,-136.87493159711084,-137.5687675179688,-127.34381710545131,92
0.44102,0.16578,0.15165,-35859.62302646656,-2.0509221646565594,-5.234382215647283,86.62636034066041,7378.0177,0.9833,196.53,7.440028321238394,-35852.18301365581,-35851.693671300935,-35851.66798375253,-35853.48725538796,69.253,-164.5962589992414,-165.45551293312747,-166.3292705399508,-153.44778135515662,366
0.21009,0.05563,0.05217,-46163.052780798294,-1.2688669303162445,-5.657791382186437,119.42871749162421,19597.423,3.6653,231.05,10.935276433296318,-46152.1175024602,-46151.35373327727,-46151.32801851747,-46153.935685640194,105.107,-232.46912935120054,-233.70898894403217,-235.01959814049042,-215.84011529479903,957
0.12796,0.04845,0.03673,-44874.01385165118,-2.0084724024585463,-5.555204456874573,96.51149505771158,27727.3264,5.3609,350.76,14.252398812438733,-44859.76145882525,-44858.9360014302,-44858.910286670405,-44861.580648826515,118.322,-291.434134800671,-293.07468205269834,-294.69373230976635,-270.78080165372376,854
0.16768,0.02212,0.02127,-85333.66837979238,-1.5660152657023347,-6.18487592947843,125.68560051477644,45556.6234,5.6233,324.62,12.891747877062299,-85320.77662484035,-85319.90844556924,-85319.88275802083,-85322.69388467685,121.051,-258.4950513554213,-259.93875143051264,-261.4550514989387,-239.20261404599296,2395
2.15219,0.29079,0.25757,-26798.952436473784,-1.8125504230831022,-6.156576088013089,118.20695926816846,3930.221,1.1375,132.51,4.140321229151574,-26794.812113094937,-26794.50503260365,-26794.479345055242,-26795.877030687,42.861,-99.42161525636766,-99.92369253728975,-100.43766119673819,-92.82693585689412,2200
0.96243,0.1149,0.10289,-91543.05013031318,-1.506150216448727,-5.605817634879895,111.55763269445163,9133.8322,1.7881,201.24,6.205719851173097,-91536.8444218908,-91536.39208702091,-91536.36639947249,-91538.12354751363,62.78,-138.63654230808606,-139.34014711393684,-140.0853853445442,-129.06398487232218,3255
0.7428,0.29365,0.24067,-19668.052209793914,-0.2546985731880774,-5.7965694509107095,150.80198775090946,4626.9387,4.8605,153.13,6.875364849846749,-19661.176841896395,-19660.750548322936,-19660.724860774528,-19662.412075553584,58.632,-141.268182659358,-142.03636008682224,-142.80736749845164,-131.66245454722957,636
0.34923,0.0541,0.04891,-36309.84122385713,-0.9894059958459931,-5.052882270864753,110.57282152039336,20647.9474,4.0187,303.4,11.373679073534898,-36298.467540701895,-36297.74657502918,-36297.72088748077,-36300.12449641969,101.508,-243.64579798992054,-244.92846109296806,-246.23912471219955,-226.96374894215114,458
0.20587,0.1021,0.07761,-50208.95185339542,-0.6838221307923488,-5.412344680246645,128.669652418126,13830.4603,6.879,273.96,10.849533355933536,-50198.102325753876,-50197.38867994401,-50197.3629923956,-50199.74472338015,98.335,-212.62642339595186,-213.80081238878483,-215.03449499738053,-197.15645112290804,913
0.87012,0.22636,0.1819,-23370.127434927996,-0.9153910258597141,-5.867319054574065,134.74882515423013,5633.2391,3.4744,158.5,6.745022310790031,-23363.382402086398,-23362.985932192023,-23362.960217432228,-23364.52598779546,57.982,-143.0313172054157,-143.82931831196765,-144.6002713008238,-133.22384387730563,113
0.69369,0.13173,0.12844,-26600.7169521063,0.3406865530250779,-5.867863282294552,168.94324622040412,8681.905,5.5591,187.74,11.212342765796425,-26589.504600143056,-26588.977379538832,-26588.951691990424,-26590.822066608813,78.911,-200.76508907143943,-202.04884062990823,-203.23114814129804,-186.06473642228957,3300
0.20109,0.03017,0.02969,-78571.09571850432,-1.3646510091220172,-5.530169981732155,113.3495447555201,33885.0945,5.7314,316.17,14.376945326272264,-78556.71877943668,-78555.75691136348,-78555.73122381508,-78558.70529225061,134.463,-276.89247896312736,-278.4736781744141,-280.1442123772431,-255.7148368312337,1106
0.37585,0.19451,0.14424,-35089.00792684672,-1.2835610787694027,-5.503230709568031,114.8230592189607,7412.2094,4.0733,221.95,7.309223188619261,-35081.69868651494,-35081.20409236255,-35081.178377602766,-35083.00472419856,70.594,-167.54570112777583,-168.39970326415641,-169.27343365821434,-156.2705272751773,894
0.25169,0.11548,0.08714,-48610.79778864979,-0.6506242398426209,-5.69207772857714,137.18493700584798,12111.7831,3.3784,243.36,8.98666908009138,-48601.81112773312,-48601.18063991893,-48601.154925159135,-48603.351319393485,86.419,-186.91631674995006,-187.9041444801769,-188.9578509816056,-173.5876084431584,1163
0.31,0.05303,0.04655,-47284.10366651393,-1.1532185397126837,-5.802828069696314,126.5223197829613,21025.0764,7.5762,273.93,10.541309986435529,-47273.56236795628,-47272.874709020056,-47272.84902147165,-47275.15129520902,98.184,-227.53744659735094,-228.73782246643532,-229.9713690192948,-211.73451579658285,3391
0.65394,0.15361,0.14736,-34385.02867967475,-1.3439703557434983,-6.2890955379517575,134.56371027188834,7343.7124,5.2083,188.19,7.565663290512897,-34377.46300930928,-34376.96185721287,-34376.93616966446,-34378.78997254876,69.28,-161.58273405396176,-162.43017824631534,-163.30396306452894,-150.5762182107719,3594
0.13454,0.09296,0.06483,-52403.17432987647,-1.528463552988708,-6.009634603481506,121.93887529617878,17002.9797,1.4801,324.86,13.951685785483452,-52389.22263973716,-52388.35342643339,-52388.32773888499,-52390.975189054065,122.767,-287.6807322704044,-289.23899228850496,-290.83240942011616,-267.3269420643628,3304
